news_id,headline,body_text,source,label
1805,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,Reuters,Real
1806,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
1807,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Fake
1808,New virus outbreak sparks fear,The news went viral on social media after noon.,BBC,Fake
1809,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Real
1810,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Fake
1811,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Unknown News,Real
1812,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,CNN,Real
1813,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
1814,Government announces major job reforms,Residents claim they have never witnessed such an event before.,BBC,Fake
1815,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,Unknown News,Real
1816,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,BBC,Fake
1817,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Fake
1818,Dengue situation worsens in the country,Doctors advise that basic precautions can help avoid danger.,BBC,Real
1819,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Fake
1820,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,Reuters,Real
1821,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Daily Star,Fake
1822,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Real
1823,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Daily Star,Fake
1824,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,Daily Star,Real
1825,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Daily Star,Fake
1826,New curriculum introduced in schools,The news went viral on social media after noon.,CNN,Fake
1827,Dengue situation worsens in the country,The news went viral on social media after noon.,Unknown News,Real
1828,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Fake
1829,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,Daily Star,Fake
1830,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,Unknown News,Real
1831,Government announces major job reforms,Experts believe this is a significant technological advancement.,BBC,Real
1832,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,Unknown News,Fake
1833,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,BBC,Fake
1834,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,BBC,Fake
1835,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Fake
1836,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Daily Star,Real
1837,Global economy faces recession,Government sources state that an official announcement will be made soon.,Reuters,Fake
1838,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,Unknown News,Fake
1839,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Real
1840,Government announces major job reforms,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Real
1841,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Real
1842,Global economy faces recession,The news went viral on social media after noon.,Unknown News,Real
1843,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,CNN,Fake
1844,New virus outbreak sparks fear,Uncertainty remains about the authenticity of the incident.,BBC,Real
1845,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,BBC,Real
1846,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,Daily Star,Fake
1847,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,CNN,Fake
1848,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Real
1849,Global economy faces recession,Residents claim they have never witnessed such an event before.,Reuters,Fake
1850,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,CNN,Fake
1851,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
1852,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
1853,Government announces major job reforms,Government sources state that an official announcement will be made soon.,CNN,Real
1854,Government announces major job reforms,Residents claim they have never witnessed such an event before.,CNN,Real
1855,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
1856,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,Reuters,Fake
1857,New metro rail launched in Dhaka,The news went viral on social media after noon.,Daily Star,Real
1858,Global economy faces recession,Government sources state that an official announcement will be made soon.,Daily Star,Fake
1859,New curriculum introduced in schools,Government sources state that an official announcement will be made soon.,Reuters,Fake
1860,New metro rail launched in Dhaka,Residents claim they have never witnessed such an event before.,Unknown News,Real
1861,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
1862,New metro rail launched in Dhaka,Residents claim they have never witnessed such an event before.,Daily Star,Fake
1863,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Fake
1864,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,Reuters,Fake
1865,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,CNN,Real
1866,Dengue situation worsens in the country,Doctors advise that basic precautions can help avoid danger.,Reuters,Real
1867,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,Unknown News,Fake
1868,Bangladeshi astronaut captures photo from the moon,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
1869,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,BBC,Real
1870,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,Reuters,Fake
1871,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Real
1872,Global economy faces recession,Local administration has visited the spot for further inspection.,Daily Star,Real
1873,Dengue situation worsens in the country,The news went viral on social media after noon.,BBC,Fake
1874,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,Reuters,Real
1875,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,CNN,Real
1876,Global economy faces recession,Government sources state that an official announcement will be made soon.,Reuters,Real
1877,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,BBC,Real
1878,New curriculum introduced in schools,The news went viral on social media after noon.,CNN,Fake
1879,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,Reuters,Fake
1880,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,Daily Star,Real
1881,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Real
1882,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,Daily Star,Real
1883,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Real
1884,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,Unknown News,Real
1885,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,Unknown News,Fake
1886,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
1887,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Fake
1888,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Real
1889,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Real
1890,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Reuters,Real
1891,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Fake
1892,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,CNN,Real
1893,New curriculum introduced in schools,Local administration has visited the spot for further inspection.,Daily Star,Real
1894,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,Daily Star,Fake
1895,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Reuters,Fake
1896,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,CNN,Fake
1897,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Real
1898,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,BBC,Fake
1899,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,Daily Star,Fake
1900,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,Unknown News,Fake
1901,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Fake
1902,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,Unknown News,Real
1903,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,Reuters,Fake
1904,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,BBC,Fake
1905,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Fake
1906,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,Reuters,Real
1907,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,Reuters,Fake
1908,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,CNN,Real
1909,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Daily Star,Fake
1910,New virus outbreak sparks fear,The news went viral on social media after noon.,Unknown News,Real
1911,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Reuters,Real
1912,Bangladesh wins the World Cup,The news went viral on social media after noon.,Reuters,Real
1913,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
1914,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Unknown News,Fake
1915,New virus outbreak sparks fear,The news went viral on social media after noon.,CNN,Fake
1916,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Real
1917,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,CNN,Real
1918,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Real
1919,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,CNN,Fake
1920,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,BBC,Fake
1921,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Real
1922,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Real
1923,Bangladesh wins the World Cup,The news went viral on social media after noon.,Daily Star,Real
1924,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,Unknown News,Real
1925,Government announces major job reforms,Residents claim they have never witnessed such an event before.,CNN,Fake
1926,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,Daily Star,Real
1927,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Real
1928,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,Reuters,Fake
1929,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,CNN,Fake
1930,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Real
1931,Bangladesh wins the World Cup,The news went viral on social media after noon.,Reuters,Fake
1932,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,CNN,Real
1933,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,BBC,Real
1934,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,Unknown News,Fake
1935,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,Reuters,Real
1936,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Real
1937,Dengue situation worsens in the country,Doctors advise that basic precautions can help avoid danger.,CNN,Real
1938,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Real
1939,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,Unknown News,Real
1940,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,Fake
1941,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,Unknown News,Fake
1942,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Real
1943,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,Unknown News,Real
1944,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Real
1945,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,Reuters,Real
1946,Dengue situation worsens in the country,The news went viral on social media after noon.,Reuters,Real
1947,Government announces major job reforms,Residents claim they have never witnessed such an event before.,Reuters,Real
1948,Bangladesh wins the World Cup,The news went viral on social media after noon.,Unknown News,Fake
1949,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Real
1950,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,Daily Star,Real
1951,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,Unknown News,Real
1952,Global economy faces recession,The news went viral on social media after noon.,Unknown News,Fake
1953,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,Unknown News,Real
1954,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
1955,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,Reuters,Fake
1956,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,CNN,Fake
1957,New curriculum introduced in schools,The news went viral on social media after noon.,CNN,Fake
1958,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,CNN,Real
1959,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,CNN,Fake
1960,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,CNN,Fake
1961,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,Daily Star,Real
1962,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Daily Star,Fake
1963,Government announces major job reforms,The news went viral on social media after noon.,Unknown News,Real
1964,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,Reuters,Fake
1965,New metro rail launched in Dhaka,The news went viral on social media after noon.,CNN,Fake
1966,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,CNN,Fake
1967,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Daily Star,Fake
1968,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,BBC,Fake
1969,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Reuters,Fake
1970,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,CNN,Fake
1971,Global economy faces recession,Experts believe this is a significant technological advancement.,Daily Star,Fake
1972,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,BBC,Fake
1973,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Fake
1974,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
1975,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,BBC,Real
1976,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,BBC,Real
1977,New virus outbreak sparks fear,The news went viral on social media after noon.,Unknown News,Real
1978,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,CNN,Fake
1979,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Fake
1980,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,Unknown News,Fake
1981,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,BBC,Real
1982,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Real
1983,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,BBC,Real
1984,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,Daily Star,Fake
1985,Dengue situation worsens in the country,The news went viral on social media after noon.,Reuters,Fake
1986,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,CNN,Fake
1987,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,Reuters,Fake
1988,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
1989,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,CNN,Fake
1990,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,CNN,Fake
1991,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,CNN,Real
1992,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,BBC,Fake
1993,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Reuters,Real
1994,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,BBC,Fake
1995,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,BBC,Real
1996,New virus outbreak sparks fear,The news went viral on social media after noon.,Unknown News,Real
1997,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,BBC,Fake
1998,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,BBC,Real
1999,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,Reuters,Fake
2000,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,Unknown News,Fake
2001,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
2002,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,BBC,Real
2003,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,BBC,Fake
2004,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,CNN,Real
2005,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,BBC,Fake
2006,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,Unknown News,Fake
2007,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,Daily Star,Real
2008,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
2009,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,CNN,Real
2010,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Real
2011,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,BBC,Fake
2012,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,CNN,Fake
2013,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,Reuters,Fake
2014,New metro rail launched in Dhaka,Residents claim they have never witnessed such an event before.,Daily Star,Fake
2015,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,Reuters,Real
2016,Bangladeshi astronaut captures photo from the moon,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
2017,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,BBC,Real
2018,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,CNN,Real
2019,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Reuters,Fake
2020,Global economy faces recession,Residents claim they have never witnessed such an event before.,CNN,Real
2021,Global economy faces recession,Experts believe this is a significant technological advancement.,Unknown News,Fake
2022,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Fake
2023,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,BBC,Real
2024,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,Reuters,Real
2025,New virus outbreak sparks fear,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
2026,Government announces major job reforms,Experts believe this is a significant technological advancement.,CNN,Real
2027,Government announces major job reforms,Local administration has visited the spot for further inspection.,CNN,Fake
2028,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
2029,Dengue situation worsens in the country,Doctors advise that basic precautions can help avoid danger.,Unknown News,Real
2030,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,CNN,Fake
2031,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,Daily Star,Real
2032,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,Unknown News,Real
2033,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Real
2034,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Real
2035,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,CNN,Fake
2036,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Real
2037,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,Reuters,Real
2038,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,Unknown News,Fake
2039,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,CNN,Fake
2040,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,Reuters,Fake
2041,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,Daily Star,Real
2042,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,Daily Star,Real
2043,Dengue situation worsens in the country,The news went viral on social media after noon.,Unknown News,Real
2044,Bangladesh wins the World Cup,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
2045,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
2046,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,Reuters,Fake
2047,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Fake
2048,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,BBC,Real
2049,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,CNN,Fake
2050,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,BBC,Real
2051,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Real
2052,New curriculum introduced in schools,Local administration has visited the spot for further inspection.,Unknown News,Real
2053,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Reuters,Real
2054,Government announces major job reforms,Residents claim they have never witnessed such an event before.,Reuters,Real
2055,New virus outbreak sparks fear,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
2056,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,CNN,Fake
2057,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,CNN,Fake
2058,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
2059,Government announces major job reforms,Local administration has visited the spot for further inspection.,Reuters,Real
2060,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
2061,Dengue situation worsens in the country,Doctors advise that basic precautions can help avoid danger.,Reuters,Fake
2062,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,CNN,Real
2063,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Daily Star,Real
2064,Global economy faces recession,The news went viral on social media after noon.,CNN,Real
2065,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,CNN,Fake
2066,Government announces major job reforms,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Real
2067,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,Daily Star,Real
2068,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Reuters,Real
2069,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,CNN,Fake
2070,Dengue situation worsens in the country,Doctors advise that basic precautions can help avoid danger.,BBC,Fake
2071,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,Reuters,Fake
2072,Global economy faces recession,The news went viral on social media after noon.,BBC,Real
2073,Government announces major job reforms,Local administration has visited the spot for further inspection.,Reuters,Real
2074,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Real
2075,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,BBC,Real
2076,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,Daily Star,Real
2077,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Real
2078,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,BBC,Fake
2079,New metro rail launched in Dhaka,Residents claim they have never witnessed such an event before.,CNN,Fake
2080,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,BBC,Real
2081,Government announces major job reforms,Experts believe this is a significant technological advancement.,BBC,Fake
2082,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,CNN,Fake
2083,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,CNN,Real
2084,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,Reuters,Real
2085,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Fake
2086,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,CNN,Real
2087,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,Daily Star,Real
2088,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,CNN,Real
2089,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,BBC,Fake
2090,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,Unknown News,Real
2091,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Fake
2092,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
2093,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Unknown News,Fake
2094,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,Unknown News,Real
2095,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,Reuters,Fake
2096,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Real
2097,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Fake
2098,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,CNN,Real
2099,Bangladesh wins the World Cup,The news went viral on social media after noon.,CNN,Fake
2100,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Real
2101,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,CNN,Fake
2102,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Real
2103,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,CNN,Real
2104,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
2105,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,CNN,Fake
2106,New virus outbreak sparks fear,The news went viral on social media after noon.,Daily Star,Real
2107,Government announces major job reforms,Experts believe this is a significant technological advancement.,Reuters,Fake
2108,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Fake
2109,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,Daily Star,Real
